dlga_start:close_window|Warning: This line is never displayed. It is just for storing conversation variables.
dlga_village_elder_deliver_cattle_mission_accept:close_window|Vielen Dank, {mein Herr/meine Dame}. Wir werden Nacht und Tag für Euch beten.
dlga_village_elder_deliver_cattle_mission_reject:close_window|Ja, {mein Herr/meine Dame}, natürlich. Verzeiht, dass ich Euch mit unserem Kummer belastet habe.
dlga_village_elder_tell_mission:village_elder_pretalk|Seid bedankt, {mein Herr/meine Dame}, doch momentan brauchen wir eigentlich nichts.
dlga_start:goods_merchant_talk|{Mein Fürst/meine Fürstin}, Ihr ehrt meinen bescheidenen Laden mit Eurer Anwesenheit.
dlga_start:goods_merchant_talk.1|Willkommen, {mein Herr/meine Dame}. Was kann ich für Euch tun?
dlga_goods_merchant_pretalk:goods_merchant_talk|Noch etwas?
dlga_goods_merchant_talk:goods_trade_requested|Ich möchte ein paar Sachen kaufen ... und vielleicht etwas verkaufen.
dlga_goods_trade_requested:goods_trade_completed|Sicher, sicher ... hier, werft einen Blick auf mein Angebot.
dlga_goods_trade_completed:goods_merchant_talk|Noch etwas?
dlga_goods_merchant_talk:trade_info_request|Welche Waren sollte ich hier kaufen, um mit ihnen in anderen Städten Handel zu treiben?
dlga_goods_merchant_talk:close_window|Nichts. Danke.
dlga_trade_info_request:trade_info_request_2|Diese Art von Information erlangt Ihr am besten von Karawanenmeistern und fahrendem Händlervolk. Wenn Ihr es wünscht, kann ich Euch in das Viertel schicken, in dem ausländische Händler nächtigen, wenn sie in der Stadt sind. Verbringt dort einige Zeit und lauscht ihren Gesprächen, und Ihr werdet viel darüber lernen, mit welchen lokalen Waren sich wo der größte Gewinn erzielen lässt.
dlga_trade_info_request_2:close_window|Dann werde ich etwas Zeit mit diesen Händlern verbringen.
dlga_trade_info_request_2:goods_merchant_pretalk|Ich habe jetzt keine Zeit hierfür.
dlga_start:arena_intro_1|.
dlga_start:arena_intro_1.1|Guten Tag, Freund. Wenn Ihr Euch die Turniere ansehen wolltet, kommt Ihr vergebens. Hier wird es einige Zeit lang keine Turniere mehr geben.
dlga_arena_intro_1:arena_intro_2|Turniere? Also hier halten sie die Turniere ab ...
dlga_arena_intro_2:arena_intro_3|Jawohl. Ihr solltet diesen Ort während einem der Turniere sehen – das ganze Stadt- und Landvolk strömt dazu herbei, und findet gar großes Gaudium an den Kämpfen. Wie auch immer, wie ich bereits sagte, wird es hier einige Zeit lang kein Turnier geben, also gibt es nicht viel zu sehen. Abgesehen davon gibt es natürlich ab und zu ein offizielles Duell, und natürlich werden fast jeden Tag Kämpfe ausgerichtet.
dlga_arena_intro_3:arena_training_melee_intro|Erzählt mir über die Kämpfe.
dlga_arena_training_melee_intro:arena_training_melee_intro_2|Die Kämpfer und Ritter langweilen sich beim Warten auf das nächste Turnier, und so haben sie die Übungskämpfe ins Leben gerufen. Das ist wirklich eine ganz einfache Idee: Man geht einfach mit einer Waffe in die Arena – es gibt keine Regeln, keine Kampfpartner. Es gilt jeder gegen jeden, bis nur noch einer steht. Klingt doch amüsant, was?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|Gibt es eine Belohnung?
dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|Die gibt es tatsächlich: Einige reiche Städter zahlen Kämpfern, die großes Geschick zeigen, Preisgelder aus. Wenn Ihr {reg1} Gegner schlagen könnt, bevor man Euch niederstreckt, erhaltet Ihr {reg11} Dinare. Für den Sieg über mindestens {reg2} Gegner erhaltet Ihr {reg12} Dinare, {reg13} Dinare, wenn Ihr {reg3} Gegner besiegt, und {reg14} Dinare, wenn Ihr lange genug durchhalten könnt, um {reg4} Gegner zu schlagen. Solltet Ihr gewinnen, erhaltet Ihr den Siegpreis in Höhe von {reg15} Dinaren. Klingt doch gut, oder?
dlga_arena_training_melee_explain_reward:arena_master_melee_pretalk|Einige reiche Städter zahlen Kämpfern, die großes Geschick zeigen, Preisgelder aus. Wenn Ihr {reg1} Gegner schlagen könnt, bevor man Euch niederstreckt, erhaltet Ihr {reg11} Dinare. Für den Sieg über mindestens {reg2} Gegner erhaltet Ihr {reg12} Dinare, {reg13} Dinare, wenn Ihr {reg3} Gegner besiegt, und {reg14} Dinare, wenn Ihr lange genug durchhalten könnt, um {reg4} Gegner zu schlagen. Solltet Ihr gewinnen, erhaltet Ihr den Siegpreis in Höhe von {reg15} Dinaren. Klingt doch gut, oder?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_3|Kann ich auch teilnehmen?
dlga_arena_training_melee_intro_3:arena_master_melee_talk|Haha. Ihr wärt von Sinnen, würdet Ihr das nicht tun. Selbstverständlich. Die Kämpfe stehen allen offen. Der nächste Kampf wird sogar recht bald stattfinden. Ihr könnt hingehen und gleich mitmachen.
dlga_start:arena_master_intro_1|Hallo. Ihr scheint hier neu zu sein. Habt Ihr auch einen Namen?
dlga_arena_master_intro_1:arena_master_intro_2|Ich bin {playername}.
dlga_arena_master_intro_2:arena_master_pre_talk|Schön, Euch zu sehen, {playername}. Ich bin der Turniermeister von {s1}. Sprecht mich an, wenn Ihr an den Kämpfen teilnehmen wollt.
dlga_start:arena_master_fight_result|.
dlga_arena_master_fight_result:arena_master_pre_talk|Haha, da habt Ihr Euch aber eine schöne Schramme eingehandelt. Aber macht Euch keine Sorgen, jeder wird ab und zu mal verhauen. Viel wichtiger ist, danach aufzustehen, den Staub abzuwischen, und weiterzumachen! Aus diesem Holz sind Champions geschnitzt!
dlga_arena_master_fight_result:arena_master_pre_talk.1|Oh, Ihr habt {reg8} Gegner besiegt. Nicht schlecht. Aber Preisgeld bringt Euch das trotzdem nicht ein. Also wenn Ich in Eurer Haut stecken würde, wäre ich im Handumdrehen wieder in der Arena, und würde alles zeigen, was ich drauf habe ...
dlga_arena_master_fight_result:arena_master_pre_talk.2|Ihr habt dort unten ziemlich gut gekämpft. Gute Bewegungen. Ihr habt viel Talent, das ist sicher. Und für den Sieg über {reg8} Gegner habt Ihr Euch ein Preisgeld von {reg10} verdient.
dlga_arena_master_fight_result:arena_master_pre_talk.3|Das war ein guter Kampf, den Ihr dort gezeigt habt. Ihr habt es geschafft, nicht weniger als {reg8} Gegner zu besiegen. Und natürlich habt Ihr Euch dadurch ein Preisgeld von {reg10} Dinaren redlich verdient.
dlga_arena_master_fight_result:arena_master_pre_talk.4|Eure Leistung war atemberaubend! Ihr seid ohne Frage ein äußerst talentierter Kämpfer. Nicht jeder kann bei den Kämpfen {reg8} Gegner niederstrecken. Selbstverständlich habt Ihr Euch für diese Leistung ein Preisgeld verdient: {reg10} Dinare. Ein nettes Sümmchen, was?
dlga_arena_master_fight_result:arena_master_pre_talk.5|Das war eine verdammt gute Kampfleistung, {playername}. Ihr bewegt Euch gut, besitzt hervorragende Taktik ... Und für den Sieg über {reg8} Gegner habt Ihr Euch ein Preisgeld von {reg10} verdient.
dlga_arena_master_fight_result:arena_master_pre_talk.6|Herzlichen Glückwunsch, Champion! Was Ihr beim Kampf gezeigt habt, war wirklich bemerkenswert! Ihr habt alle anderen Kämpfer besiegt und dadurch das Turnier gewonnen. Der Siegerpreis ist Euch damit sicher: {reg10} Dinare.
dlga_start:arena_master_pre_talk|Hallo, {playername}. Gut, Euch wieder zu sehen.
dlga_arena_master_pre_talk:arena_master_talk|Was habt Ihr denn vor?
dlga_arena_master_talk:arena_master_melee_pretalk|Über die Kämpfe ...
dlga_arena_master_talk:arena_master_ask_tournaments|Wird es in den umliegenden Städten in nächster Zeit Turniere geben?
dlga_arena_master_talk:close_window|Ich muss Euch jetzt verlassen. Auf Wiedersehen.
dlga_arena_master_ask_tournaments:arena_master_talk|{reg2?Auf absehbare Zeit wird es keine Turniere geben.:{reg1?Turniere werden:Ein Turnier wird} bald in {s15} abgehalten werden.
dlga_arena_master_melee_pretalk:arena_master_melee_talk|Hier wird bald ein Kampf stattfinden. Ihr könnt gleich mitmachen, wenn Ihr wollt.
dlga_arena_master_melee_talk:close_window|Gut. Das werde ich machen.
dlga_arena_master_melee_talk:arena_master_melee_reject|Danke. Aber ich werde meinen Blessuren etwas Zeit zum Heilen geben.
dlga_arena_master_melee_reject:arena_master_pre_talk|Sehr gut! Das ist schlau von Euch.
dlga_arena_master_melee_talk:arena_training_melee_explain_reward|Könnt Ihr mir nochmal über die Belohnungen erzählen?
dlga_start:galeas_talk|Hallo, {Junge/Mädchen}. Wenn Ihr Gefangene haben solltet, werde ich Sie Euch gerne abkaufen.
dlga_galeas_talk:galeas_sell_prisoners|Dann holt mal besser Euer Geldsäckel heraus. Ich möchte Gefangene verkaufen.
dlga_galeas_talk:close_window|Nicht dieses Mal. Gehabt Euch wohl.
dlga_galeas_sell_prisoners:galeas_sell_prisoners_2|Lasst mich mal sehen, was Ihr da habt ...
dlga_galeas_sell_prisoners_2:close_window|Wenn Ihr weitere Gefangene macht, so bringt sie zu mir. Ich werde gut für sie bezahlen.
dlga_start:bandit_introduce|Warnung: Diese Zeile sollte niemals angezeigt werden.
dlga_bandit_introduce:bandit_talk|{s5}
dlga_bandit_talk:close_window|Meine Klinge werde ich Euch spüren lassen, lumpiges Gesindel!
dlga_bandit_talk:bandit_barter|Es gibt keinen Grund zum Kämpfen. Ich kann für freies Geleit zahlen.
dlga_bandit_barter:bandit_barter_2|Silber ohne Blutvergießen, das haben wir am liebsten! Zahlt uns {reg5} Dinare, und wir werden Euch weiter ziehen lassen.
dlga_bandit_barter_2:bandit_barter_3a|Nun gut, nehmt das Geld.
dlga_bandit_barter_2:bandit_barter_3b|Ich habe nicht so viel Geld bei mir.
dlga_bandit_barter_3b:close_window|Das ist zu schade. Dann müssen wir Euch wohl in die Sklaverei verkaufen. Ergreift {ihn/sie}, Kameraden!
dlga_bandit_barter:close_window|He, ich habe von Euch gehört! Ihr schlachtet uns Wegelagerer wie die Hunde ab, und nun erwartet Ihr, dass wir Euch für ein paar lumpige Münzen ziehen lassen? Vergesst es. Ihr hattet keine Gnade mit uns, und jetzt werden wir keine mit Euch haben.
dlga_bandit_barter_3a:close_window|He, das war doch nicht so schwer, oder? Wohlan, wir lassen Euch jetzt gehen. Packt Euch fort.
dlga_start:bandit_meet|Was? Was gibt es denn?
dlga_bandit_meet:bandit_attack|Euer Glück hat ein Ende, Schuft. Der Tod ist Euch sicher!
dlga_bandit_attack:close_window|{s5}
dlga_bandit_meet:close_window|Egal, ich habe mit Euch nichts zu schaffen.
dlga_start:troublesome_bandits_intro_1|Heute muss wirklich Euer Pechtag sein. Wir sind die schlimmsten Kerle, auf die Ihr hier treffen konntet ...
dlga_troublesome_bandits_intro_1:troublesome_bandits_intro_2|He! Für mich seid Ihr nichts anderes als laufende Geldsäckel. Ein Händler in {s1} hat mir gutes Geld für Eure Köpfe geboten.
dlga_troublesome_bandits_intro_2:close_window|Ein Kopfgeldjäger! ... Ich hasse Kopfgeldjäger! Tötet {ihn/sie}! Tötet {ihn/sie} sofort!
dlga_start:disbanded_troop_ask|Sollen wir Euch folgen?
dlga_disbanded_troop_ask:disbanded_troop_join|Jawohl. Lasst uns zusammen reiten.
dlga_disbanded_troop_ask:close_window|Nein. Nicht dieses Mal..
dlga_disbanded_troop_join:close_window|Schade. Ihr habt in Eurem Trupp nicht genügend Platz für uns.
dlga_disbanded_troop_join:close_window.1|Wir stehen unter Eurem Befehl.
dlga_start:enemy_talk_1|Noch einmal werdet Ihr mich nicht gefangen nehmen. Nicht dieses Mal.
dlga_enemy_talk_1:enemy_talk_2|Ihr habt keine Chance gegen mich. Ergebt Euch.
dlga_enemy_talk_2:close_window|Ich werde erst aufgeben, wenn Ihr tot seid!
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws|Hmmm.10 Dinare für jeden Plünderer macht {reg1} Dinare für alle {reg0} von ihnen.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.1|Lasst mich mal sehen. Ihr habt mir {reg0} Banditen gebracht, und 20 Dinare für jeden summiert sich zu {reg1} Dinaren.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.2|Oh, sehr gut, Ihr habt {reg0} Briganten gefangen. Jeder von ihnen ist 30 Dinare wert, also werde ich Euch insgesamt {reg1} Dinare für sie geben.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws_finished|Ich glaube, das wäre dann wohl alles.
dlga_prisoner_chat:prisoner_chat_2|Unternehmt ja keinen Fluchtversuch oder sonst irgendeine Dummheit. Ich werde Euch im Auge behalten!
dlga_prisoner_chat_2:close_window|Das werde ich nicht, ich schwöre es.
dlga_start:town_merchant_talk|Guten Tag. Was kann ich für Euch tun?
dlga_start:town_merchant_talk.1|Guten Tag. Was kann ich für Euch tun?
dlga_town_merchant_talk:trade_requested_weapons|Ich möchte eine neue Waffe kaufen. Zeigt mir Eure Waren.
dlga_town_merchant_talk:trade_requested_armor|Ich suche nach Ausrüstung. Zeigt mir, was Ihr habt.
dlga_town_merchant_talk:trade_requested_horse|Ich spiele mit dem Gedanken, mir ein Pferd zu kaufen.
dlga_trade_requested_weapons:merchant_trade|Ah, natürlich, {mein Herr/meine Dame}. Diese Waffen sind die besten weit und breit.
dlga_trade_requested_armor:merchant_trade|Natürlich, {mein Herr/meine Dame}. Bessere Qualität als diese werdet Ihr in ganz Calradia nicht finden.
dlga_trade_requested_horse:merchant_trade|Ihr habt ein gutes Auge für Pferde, {mein Herr/meine Dame}. Bessere Tiere als diese werdet Ihr nirgendwo finden.
dlga_merchant_trade:town_merchant_talk|Noch etwas?
dlga_town_merchant_talk:merchant_gossip|Erzählt mir, über was sprechen die Leute zur Zeit?
dlga_merchant_gossip:town_merchant_talk|Nun, zur Zeit gibt es nichts wichtiges. Die Preise, das Wetter, der Krieg - die selben alten Geschichten.
dlga_town_merchant_talk:close_window|Gehabt Euch wohl.
dlga_start:town_dweller_talk|Mein {Fürst/Fürstin}?
dlga_start:town_dweller_talk.1|Guten Tag, {mein Herr/meine Dame}.
dlga_town_dweller_talk:town_dweller_ask_fugitive|Ich suche nach einem Mann namens {s4}. Man sagte mir, er würde sich hier versteckt halten.
dlga_town_dweller_ask_fugitive:close_window|In unserem Dorf gehen Fremde ein und aus, {mein Herr/meine Dame}. Wenn er sich hier aufhält, werdet Ihr ihn sicherlich ausfindig machen, wenn Ihr Euch ein wenig umseht.
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town_ask_item|Verzeiht, aber tragt Ihr da für ein Gewand?
dlga_town_dweller_quest_meet_spy_in_enemy_town_ask_item:town_dweller_talk|{s6}
dlga_town_dweller_talk:town_dweller_quest_meet_spy_in_enemy_town|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_know|{s4}
dlga_town_dweller_quest_meet_spy_in_enemy_town:town_dweller_quest_meet_spy_in_enemy_town_dont_know|Was? Was ist das für ein Geschwätz?
dlga_town_dweller_quest_meet_spy_in_enemy_town_dont_know:close_window|Schon gut.
dlga_town_dweller_quest_meet_spy_in_enemy_town_know:town_dweller_quest_meet_spy_in_enemy_town_chat|{s4} hat mich zur Abholung Eurer Berichte geschickt. Habt Ihr sie bei Euch?
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat:town_dweller_quest_meet_spy_in_enemy_town_chat_2|Ich habe Euch erwartet. Hier sind sie. Sorgt dafür, dass sie {s4} intakt und ohne Verzögerung erreichen.
dlga_town_dweller_quest_meet_spy_in_enemy_town_chat_2:close_window|Lebt wohl.
dlga_town_dweller_talk:town_dweller_ask_info|Was könnt Ihr mir über dieses Dorf berichten?
dlga_town_dweller_talk:town_dweller_ask_info.1|Was könnt Ihr mir über diese Stadt berichten?
dlga_town_dweller_ask_info:close_window|{s10} {s11}
dlga_town_dweller_talk:town_dweller_ask_situation|Wie ist das Leben hier?
dlga_town_dweller_ask_situation:town_dweller_poor|Mein Familie wurde von einem Unglück getroffen, {mein Herr/meine Dame}. Ein Übel hat die Ernte auf unseren Feldern verdorben, und mein armen Kinder liegen zu Hause hungrig und krank darnieder. Meine Nachbarn sind zu arm, um mir zu helfen.
dlga_town_dweller_ask_situation:town_dweller_poor.1|Meine Leben ist die Hölle, {mein Herr/meine Dame}. Schon seit Monaten habe ich keine Arbeit, und meine armen Kinder müssen jede Nacht hungrig zu Bett gehen. Meine Nachbarn sind zu arm, um mir zu helfen.
dlga_town_dweller_poor:town_dweller_poor_paid|Dann nehmt diese 300 Dinare. Ich hoffe, dies wird Euch und Eurer Familie helfen.
dlga_town_dweller_poor:town_dweller_poor_not_paid|Dann müsst Ihr härter arbeiten und die Mühen ohne Wegklagen ertragen.
dlga_town_dweller_poor_not_paid:close_window|Ja, {mein Herr/meine Dame}. Ich werde tun, was Ihr sagt.
dlga_town_dweller_poor_paid:close_window|{Mein Fürst/Meine gute Fürstin}. Ihr seid so gütig und großzügig. Ich werde allen sagen, wie Ihr uns geholfen habt.
dlga_town_dweller_ask_situation:close_window|Vielen Dank für Eure Güte, {mein Herr/meine Dame}. Dank Eurer Hilfe wird sich unser Leben verbessern. Ich werde jeden Tag für Euch beten.
dlga_town_dweller_ask_situation:town_dweller_talk|Die Zeiten sind schwer, {mein Herr/meine Dame}. Wir arbeiten den ganzen Tag schwer und gehen trotzdem meistens hungrig zu Bett.
dlga_town_dweller_ask_situation:town_dweller_talk.1|Die Zeiten sind schwer, {mein Herr/meine Dame}. Doch wir müssen dankbar für das wenige sein, das wir haben.
dlga_town_dweller_ask_situation:town_dweller_talk.2|Es geht uns nicht schlecht, {mein Herr/meine Dame}. Wir müssen dankbar für das sein, was wir haben.
dlga_town_dweller_talk:town_dweller_ask_rumor|Was wird hier in der Gerüchteküche aufgetischt?
dlga_town_dweller_ask_rumor:town_dweller_talk|Ich weiß nichts, das für Euch von Interesse sein könnte.
dlga_town_dweller_ask_rumor:town_dweller_talk.1|{s61}
dlga_town_dweller_ask_rumor:town_dweller_talk.2|Ich habe in letzter Zeit nichts Interessantes gehört.
dlga_town_dweller_talk:close_window|[Weiterziehen]
dlga_start:player_castle_guard_talk|Ja, {mein Herr/meine Dame}?
dlga_player_castle_guard_talk:player_castle_guard_talk_2|Wie läuft die Wachschicht, Soldat?
dlga_player_castle_guard_talk_2:player_castle_guard_talk_3|Alles ruhig, {mein Herr/meine Dame}. Nichts zu berichten.
