str_no_string|NO STRING!
str_talk_later_quarrelsome|Erwartet Ihr von mir, meinen Lehnsherrn für Euch zu verraten, jetzt, da wir von seiner Armee umringt sind? Für was haltet Ihr mich, einen kompletten Idioten?
str_talk_later_pitiless|Hütet Eure Zunge! Was auch immer ich über diese Angelegenheit zu sagen habe, ich werde es nicht hier und jetzt sagen, wo wir uns in der Mitte unserer Armee befinden.
str_talk_later_cunning|Dies ist kaum die Zeit oder der Ort für solch eine Diskussion. Vielleicht können wir es später an einem anderen Ort diskutieren, aber im Moment sind wir noch Feinde.
str_talk_later_sadistic|Man sollte Euch das Maul zunähen! Könnt Ihr Euch vorstellen, was passierte, wenn die anderen Vasallen mich mit Euch reden sähen?
str_talk_later_goodnatured|Ihr wollt also Eure Rebellion mit mir diskutieren? Versucht das lieber, wenn wir nicht gerade von der Armee meines Lehnsherrns umringt sind, und ich werde hören, was Ihr zu sagen habt.
str_talk_later_upstanding|Was auch immer meine Gedanken zur Rechtmäßigkeit der Thronfolge sind, so werde ich sie nicht hier und jetzt mit Euch diskutieren. Wenn wir uns wieder privat unterhalten können, werde ich hören, was Ihr zu dieser Angelegenheit zu sagen habt. Aber fürs Erste solltet Ihr mich als Euren Feind ansehen.
str_gossip_about_character_default|Man sagt, dass {s6} keine interessanten Charakterzüge besitzt.
str_gossip_about_character_martial|Man sagt, dass {s6} nichts mehr als den Krieg liebt.
str_gossip_about_character_quarrelsome|Man sagt, dass {s6} sich neulich fast mit einem anderen Fürsten schlug, weil der Mann einen Witz über seine Nase gerissen hatte.
str_gossip_about_character_selfrighteous|Ich höre, dass {s6} jemanden hat hinrichten lassen, weil der Unglückliche einen Hirsch in seinem Wald getötet hatte.
str_gossip_about_character_cunning|Man sagt, {s6} sei ein verschlagener Gegner.
str_gossip_about_character_sadistic|Man sagt, dass {s6} seine Feinde gerne foltert. Ich würde mir den Mann nicht zum Feind wünschen.
str_gossip_about_character_goodnatured|Man sagt, {s6} sei einer guter Mann, der das Volk in seinem Land anständig behandelt. Das ist mehr, als was man über die meisten anderen Adligen sagen kann.
str_gossip_about_character_upstanding|Man sagt, es ist gut, im Dienst von {s6} zu stehen. Er ist gut zu seinem Gefolge und belohnt sie für gute Arbeit.
str_latest_rumor|Das letzte Gerücht, das Ihr über {s6} hörtet, war:
str_swadian_rebellion_pretender_intro|Ich bin Isolla, rechtmäßige Königin der Swadier.
str_vaegir_rebellion_pretender_intro|Mein Name ist Valdym. Manche Männer nennen mich 'den Bastard.' Ich bin ein Prinz der Vaegiren, aber von Rechts wegen sollte ich ihr König sein, nicht mein Vetter Yaroglek.
str_khergit_rebellion_pretender_intro|Ich bin Dustum Khan, Sohn des Janakir Khan, und rechtmäßiger Khan der Khergits.
str_nord_rebellion_pretender_intro|Ich bin Lethwin Weitschweifer, Sohn Hakrim des Alten, der König der Nordmänner von Calradia sein sollte.
str_rhodok_rebellion_pretender_intro|Ich bin Fürst Kastor, rechtmäßiger König der Rhodoks, der sie aus der Tyrannei befreien wird.
str_swadian_rebellion_pretender_story_1|Ich war das einzige Kind meines Vaters, König Esterich. Obwohl ich eine Frau bin, liebte er mich wie einen Sohn und ernannte mich zu seiner Erbin -- nicht ein, sondern gleich mehrere Male, und vor den höchsten Adligen des Landes, so dass niemand seine Absicht anzweifeln würde. Kein Gesetz verbietet Frauen das Herrschen -- fürwahr, wir Swadier erzählen Geschichten von Kriegerköniginnen, die uns in längst vergangenen Zeiten regierten.
str_vaegir_rebellion_pretender_story_1|Mein Vater starb, als ich jung war, und ließ mich in der Obhut seines Bruders, des Regenten Burelek. Aber statt den Thron für mich zu bewahren, bis ich volljährig wurde, setzte der Usurpator seine neu erworbene Macht ein, um meine Mutter des Ehebruchs zu bezichtigen und zu behaupten, ich sei nicht meines Vaters Sohn. Sie wurde wegen Verrats hingerichtet, und ich zum Bastard erklärt.
str_khergit_rebellion_pretender_story_1|Sanjar Khan und ich sind Brüder, Söhne des alten Janakir Khan, aber von unterschiedlichen Müttern. Obwohl ich der jüngere Bruder war, werden alle, die den alten Khan kannten, bezeugen, dass ich, solange mein Vater lebte, sein Lieblingssohn war, betraut mit den Regierungsverantwortungen. Sanjar beschäftigte sich mit Jagden und Festen, um die Zuneigung der eher zurückhaltenderen Kommandanten meines Vaters zu gewinnen.
str_nord_rebellion_pretender_story_1|Man nennt mich den Weitschweifer, weil ich große Distanzen gereist bin, selbst nach den Standards der Nordmänner, immer auf der Suche nach Wissen. Bevor ich volljährig wurde, sandte mein Vater mich ins Ausland, um an den Höfen und Universitäten in Übersee zu studieren. Wenn die Nordmänner sich die Erben des Calradischen Reichs nennen, so müssen sie sich auch so verhalten, und etwas von Gesetzen und Schriften verstehen, und sich nicht bloß mit Kampf, Plünderei und Zecherei zufrieden geben.
str_rhodok_rebellion_pretender_story_1|Die Rhodoks sind ein freies Volk, und nicht die Sklaven jedes dahergelaufenen Erbmonarchen. Der König muss aus einer der führenden Adelsfamilien des Landes ausgesucht werden, von einem Rat, der aus Patriziern der Städte Jelkala, Veluca und Yalen besteht. Der Rat trifft sich auf einem Feld vor Jelkala, und niemand darf während ihrer Beratungen in Waffen erscheinen, bei Todesstrafe!
str_swadian_rebellion_pretender_story_2|Doch als mein Vater starb, überzeugte sein Vetter Harlaus die Adligen, das kein swadischer König bei geistiger Gesundheit eine Frau als seinen Erben einsetzen würde. Harlaus sagte, seine Ernennung meiner Person als Erbfolgerin war der Akt eines Verrückten und habe daher keine rechtliche Grundlage; und dass er, als engster männlicher Verwandter meines Vaters, den Thron übernehmen sollte.
str_vaegir_rebellion_pretender_story_2|Ich wurde von einem treuen Diener ins Ausland geschmuggelt, doch nun bin mündig und zurückgekehrt, um mir das zu holen, was mir rechtens zusteht. Burelek starb bald nach seiner perfiden Handlung -- zweifellos das Urteil des Himmels. Sein Sohn Yaroglek nennt sich nun König, aber da sein Anspruch nicht rechtens ist, ist er kein geringerer Thronräuber als sein Vater, und ich werden ihn vom Thron stürzen.
str_khergit_rebellion_pretender_story_2|Gemäß khergitischer Sitte werden die Herden eines Mannes bei seinem Tod gleichmäßig unter allen seinen Söhnen aufgeteilt. So verhält es sich auch mit dem Khanat. Als ich vom Tod meines Vaters hörte, war ich weit weg bei der Inspektion unserer Grenzen, aber ich eilte heim nach Tulga, bereit, Sanjar seinen Anteil zu geben und das Khanat mit ihm zu teilen. Aber als ich ankam, hatte er schon seine Unterstützer an den Hof gebracht und sich selbst als alleinigen Khan einsetzen lassen.
str_nord_rebellion_pretender_story_2|Doch mein Vater starb, bevor ich meine Studien vollenden konnte, und als ich nach Hause eilte, um seinen Thron in Anspruch zu nehmen, ging mein Schiff in einem Sturm unter. Einer der Lehnsmänner meines Vaters, Ragnar, nahm diese Gelegenheit wahr und verbreitete Gerüchte, ich sei in Übersee gestorben. Er rief seine Unterstützer zusammen, um sich zum selbst zum König erklären zu lassen, und hat seine Macht in den letzten Jahren gefestigt.
str_rhodok_rebellion_pretender_story_2|Während der letzten Wahl gab es aber zwei Kandidaten: Mich selbst und Fürst Graveth. Während der Rat diskutierte, erschien Graveth, Schwert in der Hand, und erzählte ihnen, dass ein swadisches Überfallkommando bald am Ratsfeld einträfe -- was übrigens stimmte -- und wenn sie ihn nicht als König einsetzten, würde er sie ihrem Schicksal überlassen.
str_swadian_rebellion_pretender_story_3|Ich gebe zu, dass ich mir keinen Gefallen tat, als ich Harlaus und alle seine Unterstützer als Verräter verfluchte, aber ich denke auch, dass die Magistraten, die zu seinen Gunsten entschieden, allesamt gekauft waren. Wie dem auch sei -- ich werde eine Armee loyaler Untertanen ausheben, die das Andenken und den Willen ihres alten Königs ehren werden. Und wenn jemand anzweifelt, dass eine Frau des Herrschens fähig ist, werde ich ihn Lügen strafen, indem ich Harlaus seine unrechtmäßige Krone abnehme.
str_vaegir_rebellion_pretender_story_3|Bis meine Rechte vor den Augen aller Vaegiren wieder hergestellt sind, werde ich den Spitznamen 'der Bastard' tragen, um mich daran zu erinnern, was ich tun muss.
str_khergit_rebellion_pretender_story_3|Mein Bruder denkt, dass Khergits nur Stärke respektieren: Einen Anführer, der sich nimmt, was er will, wann immer er will. Ich jedoch finde, dass er den Charakter unseres Volkes falsch deutet – ein resoluter Anführer wird bei uns zwar bewundert, das ist wahr, doch muss er auch gerecht sein. Wir wissen, dass einen Mann, der die Rechte seines eigenen Bruders nicht respektiert, auch die Rechte des Volkes wenig kümmern werden.
str_nord_rebellion_pretender_story_3|Also bleibe ich weiter im Exil – doch suche ich keine Weisen, die mich das Wissen ferner Länder lehren, sondern Krieger, die mit mir ins Nordland zurückkehren und meinen Thron zurückerobern. Wenn Ragnar meine Fähigkeiten als Herrscher anzweifelt, so soll er mir dies über den Rand seines Schildes sagen, während wir uns duellieren. Denn ein Krieger kann ein Gelehrter sein und ein Gelehrter ein Krieger – doch nur wer beides vereinen kann, ist meiner Ansicht nach bereit, König zu sein!
str_rhodok_rebellion_pretender_story_3|Nun, Graveth besiegte die Swadier, und als Rhodok bin ich dafür dankbar. Wenn ich König bin, werde ich persönlich einen Siegeskranz auf sein Haupt setzen. Aber danach werde ich selbiges von seinen Schultern trennen, denn durch seine Handlungen hat er sich als Verräter an der Rhodok-Konföderation und ihrer heiligen Gebräuche schuldig gemacht.
str_swadian_rebellion_monarch_response_1|Isolla glaubt, sie sollte Königin der Swadier sein? Nun, König Esterich war ein gutes Herz und verhätschelte seine Tochter, aber ein gutherziger König, der seinen Kopf nicht einsetzt, kann ein Fluch für sein Volk sein. Isolla mag Euch Geschichten von alten Kriegerköniginnen erzählen, aber Ihr werdet Euch auch erinnern, dass all die alten Legenden auf dieselbe Weise enden -- die Swadier werden von den Armeen des Calradischen Kaisers vernichtet.
str_vaegir_rebellion_monarch_response_1|Käme Valdym in Frieden zu mir, so überhäufte ich ihn mit Titeln und Ehren, und er würde der größte all meiner Vasallen. Aber da er den Krieg will, werde ich ihn in Ketten vor mir her schleifen lassen und ihn zwingen, mich als rechtmäßigen Souverän anzusehen ... und dann werde ich ihm die Zunge aus dem Hals schneiden, damit er es nicht zurücknehmen kann.
str_khergit_rebellion_monarch_response_1|Mein Bruder Dustum hat Euch vielleicht erzählt, wie er auf der Aufteilung des Khanats beharrte, als sei es eine Herde Schafe. Ich werde Euch etwas sagen. Seit den Tagen, als die Khergits sich diesem Land niederließen, passierte nach dem Tod jedes Khans immer dasselbe -- das Land wurde aufgeteilt, die Söhne des Khans zogen gegeneinander in den Krieg, und der Stärkste nahm alles für sich. Ich hatte lediglich die Voraussicht, den Bürgerkrieg im Voraus abzuwenden.
str_nord_rebellion_monarch_response_1|Lethwin 'Weitschweifer'? Lethwin Tintenfinger wohl eher. Vielleicht kennt Ihr den Ausdruck, 'Unglücklich ist das Land, wo ein Kind König ist.' Unglücklich ist auch das Land, wo der König ein Student ist. Wollt Ihr, dass die Nordmänner von einem flaumbärtigen Jüngling regiert werden, dessen Hand frei von Schwertschwielen ist, der nie in einem Schildwall stand? Wäre Lethwin König, würden seine Lehnsmänner ihm ins Gesicht lachen!
str_rhodok_rebellion_monarch_response_1|Zweifelsohne erzählte Fürst Kastor Euch, dass ich die heiligen Sitten Rhodoks schändete, indem ich mich in die Königswahl der Patrizier einmischte. Nun, ich will Euch auch etwas erzählen. Die Patrizier der Städte schwingen langatmige Reden über unsere althergebrachten Vorrechte, wählen aber dann als ihren König den Adligen, der gerade als letztes in ihrer Villa saß, einen guten Wein süffelte und versprach, ihre Steuerrückstände zu übersehen.
str_swadian_rebellion_monarch_response_2|Wer um das Schicksal einer swadischen Prinzessin weint, der man den Thron ihres Vaters verweigerte, sollte sich lieber das Schicksal einer swadischen Hirtin zu Herzen nehmen, die von einem Vaegir-Räuber geschnappt und auf dem Sklavenmarkt verkauft wurde. Erzählt mir von Königinnen und alten Geschichten, wenn unsere kriegerischen Nachbarn unterdrückt sind und unser Land im Frieden liegt.
str_vaegir_rebellion_monarch_response_2|Was auch immer mein Vater getan oder nicht getan haben mag, um den Thron zu sichern, tut nichts zur Sache. Ich habe ihn geerbt, und das ist das letzte Wort. Würde jeder alte Anspruch immer wieder neu aufgewärmt, das Erbe jedes Mannes jederzeit in Frage gestellt, dann träte das Ende der Institution ein, die wir Monarchie nennen, und wir lebten in konstantem Bürgerkrieg.
str_khergit_rebellion_monarch_response_2|Dustum würde einen guten Herdengutachter hergeben, oder einen Richter über Landdispute. Aber könnt Ihr Euch solch einen Mann als Khan vorstellen? Unsere Nachbarn würden uns im Nu von unserem Land vertreiben, und wir würden zu unserem alten Lebensstil zurückkehren, in der Steppe zu hungern und zu frieren.
str_nord_rebellion_monarch_response_2|Der alte Hakrim mochte ausgefallene Ideen dazu gehabt haben, wie er sein Königreich loswerden sollte, aber es ist nicht nur königliches Blut, das einen König der Nordmänner auszeichnet. Ich bin König durch Abstimmung der Lehnsmänner und durch das Recht des Stärksten. Das zählt mehr als Blut, und wehe dem, der in diesem Land anderer Meinung ist.
str_rhodok_rebellion_monarch_response_2|Die einzige Freiheit, die sie interessiert, ist ihre Freiheit, fett zu werden. Währenddessen schlafen meine Männer in der Steppe, essen trockenes Brot und Salzfisch, suchen den Horizont nach brennenden Dörfern ab, und vergießen unser Blut, um die Kawaranenrouten frei zu halten. Ich habe eine Idee -- wenn ich je einen Kaufmann treffe, der humpelt, weil er in den Weg eines Khergit-Pfeils oder eines swadischen Schwerts gekommen ist, dann sage ich 'Das ist ein Mann, dessen Rat man ernst nehmen kann.'
str_credits_1|Mount&Blade Copyright 2001-2008 Taleworlds Entertainment
str_credits_2|Spieldesign:^Armagan Yavuz^Steve Negus^Cem Cimenbicer
str_credits_3|Programmierung:^Armagan Yavuz^Cem Cimenbicer
str_credits_4|CG-Künstler:^Ipek Yavuz^Ozgur Saral^Mustafa Ozturk
str_credits_8|Animation:^Pinar Cekic^Umit Singil
str_credits_5|Konzeptkunst:^Ganbat Badamkhand
str_credits_6|Autoren:^Steve Negus^Ryan A. Span^Armagan Yavuz
str_credits_9|Originalmusik:^Jesse Hopkins
str_credits_7|Zusätzliche Modelle:^Hilmi Aric^Ahmet Sarisakal^Katie Beedham^^^Zusätzlicher Autor:^Michael Buhler^Patrick Desjardins^^^Stimmen^^Tassilo Egloffstein^^^Originalmusik:^Jesse Hopkins^^^Soundsamples:^Audiosparx.com^^^Mount&Blade-Karteneditor:^Matt Stentiford^^^Taleworlds Forum-Programmierung:^Brett Flannigan www.fenrisoft.com^^^Mount&Blade-Tutorial:^Edward Spoerl^^Gameplayvideos:^Jemes Muia^^^Motion Capture-System:^NaturalPoint-Optitrack Arena^^^Pferd-Motion Capture Animation von Richard Widgery & Kinetic Impulse^^^Ragdoll-Physik:^Newton Game Dynamics^^^Sound and Music Program Library:^FMOD Sound System by Firelight Technologies^^^Kopierschutz:^Themida by Oreans Technologies^^^Skybox-Texturen:^Jay Weston www.hyperfocaldesign.com^^^Eingesetzte Art Libraries Dritter:^Texturemonk^Mayang Textures^cgtextures.com^^^Unoffizielle Mount&Blade-Editor:^Josh Dahlby^^^Vielen Dank an Marco Tarini für die Idee mit dem Mountain Shader!^^^Besondern Dank an:^^Ibrahim Dogan^Nova Language Works^Selim Kurtulus und UPS Turkey^^^Taleworlds.com Forum-Administratoren und -Moderatoren:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Okin^Instag0^Deniz^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Spanische Übersetzung^^Übersetzer^Anabel 'Rhaenys' Diaz^Analia 'Immortality' Dobarro^Anoik^^Berater Mittelalter^Enric 'Palafoxx' Clave^^Sprachtester^Theo de Moree^^^Mount&Blade Community - Voprschläge und Feedback^^13 Chain Bloody Spider^Aenarion^AgentSword^Ahadhran^Albino^Allegro^allthesedamnnamesare^Amman de Stazia^Ancientwanker^Anrea 'Skree' Giongiani^Aqtai^Art Falmingaid^bryce777^Bugman^Buxton^Calandale^Cartread^Chel^Chilly5^Cirdan^Cleaning agent^Cymro^DaBlade^DaLagga^Damien^danover^Dearahn^Deathblow^Destichado^Dryvus^D'Sparil^ealabor^Ealdormann Hussey^EasyCo506^El Duke^Elias Maluco^Eogan^ex ottoyuhr^Fisheye^Fossi^fujiwara^Fuzzpilz^GandalfTheGrey^Gerif^Grocat^Guspav^Halden The Borch shooter^Hallequin^Handel^Hardcode^Haupper^Hellequin^Highelf^Highlander^Ibrahim Turgut^Iesu^Ilex^Ingolifs^Invictus^Itchrelief^^Jlgx50^JHermes^Jik^john259^JonathanStrange^jpgray^kamov23^Kayback^Khalid Ibn Walid^KON Air^Lady Tanith^Larry Knight^LavaLampMaster^Leprechaun^Lhorkan^Llew2^Manitas^Maw^MAXHARDMAN^Merentha^Merlkir^Michael Elijah 'ironpants' Bell-Rao^mihoshi^Mirathei^mkeller^Momaw^Morgoth2005^MrCrotch^mtarini^n00854180t^Naridill^Nicholas AltamanokiN^oksir^Oldtimer^Ollieh^oRGy^Oubliette^Patrick 'nox' Gallaty^Pavlov^Rando^Raz^rejenorst^Rjii^Ron Losey^Rorthic^RR raptor^Scion^Seff^shenzay^Shadowmoses^shikamaru 1993^Silver^silverkatana^Sir Prince^Sirgigor^Skyrage^Smoson^sneakey pete^Stefano^Stella^Stonewall382^Talak^Tankai^TG^thelast^The Phoenix^The Pope^The Yogi^Thingy Master^Thormac^Thus Spake Nosferatu^ThVaz^Toygar Birinci^Tuckles^Tul^Ursca^Vaerraent^Vilhjalmr^Volkier^vuk^Wanderer^WhoCares^Winter^Worbah^Yoshiboy^...und noch viele andere wundervolle Mount&Blade-Spieler!^^(Dies ist nur eine kleine Auswahl aller Spieler, die mit Vorschlägen und Feedback zum Spiel beigetragen haben.^Diese Liste wurde durch Stichproben einiger weniger Threads in den Taleworlds-Forums erstellt.^Leider ist es fast unmöglich, eine umfassende Liste zusammenzutragen.^Wir möchten uns entschuldigen, wenn du Vorschläge und Feedback beigetragen hast, aber hier nicht aufgelistet bist, doch wisse! wir sind dir trotzdem sehr, sehr dankbar!)
